entry_id,entry_type,order_id,payment_id,method,gross,fee,tax,net,settlement_id,created_at,settled_at,narration
ENT_000177,payment,ORD_000351,PAY_000177,card,4072200,81444,14660,3976096,STL_0009,2026-06-11T23:53:30,2026-06-15,
ENT_000179,payment,ORD_000214,PAY_000179,netbanking,79100,1503,271,77326,STL_0009,2026-06-12T08:05:20,2026-06-15,
ENT_000180,payment,ORD_000006,PAY_000180,card,589200,11784,2121,575295,STL_0009,2026-06-12T10:09:15,2026-06-15,
ENT_000181,payment,ORD_000284,PAY_000181,upi,449500,0,0,449500,STL_0009,2026-06-12T10:14:37,2026-06-15,
ENT_000540,rolling_reserve_hold,,,,0,0,0,-1197351,STL_0008,2026-06-12T12:33:58,2026-06-12,Rolling reserve hold
ENT_000182,payment,ORD_000379,PAY_000182,card,556100,11122,2002,542976,STL_0009,2026-06-12T12:42:04,2026-06-15,
ENT_000538,rolling_reserve_release,,,,0,0,0,493417,STL_0008,2026-06-12T13:04:16,2026-06-12,Rolling reserve release
ENT_000183,payment,ORD_000104,PAY_000183,upi,102800,0,0,102800,STL_0009,2026-06-12T14:33:23,2026-06-15,
ENT_000184,payment,ORD_000250,PAY_000184,card,506300,10099,1823,494378,STL_0009,2026-06-12T14:44:17,2026-06-15,
ENT_000185,payment,ORD_000451,PAY_000185,wallet,35800,716,129,34955,STL_0009,2026-06-12T14:52:59,2026-06-15,
ENT_000186,payment,ORD_000224,PAY_000186,card,22006300,440126,79223,21486951,STL_0009,2026-06-12T15:52:54,2026-06-15,
ENT_000539,tds,,,,0,0,0,-23977,STL_0008,2026-06-12T17:14:02,2026-06-12,TDS u/s 194-O on settlement gross
ENT_000541,settlement,,,,0,0,0,-26287368,STL_0008,2026-06-12T17:24:30,2026-06-12,Settlement payout UTR HDFCN26061200008
ENT_000187,payment,ORD_000339,PAY_000187,upi,2888800,0,0,2888800,STL_0009,2026-06-12T19:39:11,2026-06-15,
ENT_000188,payment,ORD_000165,PAY_000188,netbanking,41500,781,142,40577,STL_0009,2026-06-12T19:48:36,2026-06-15,
ENT_000189,payment,ORD_000253,PAY_000189,netbanking,41300,785,141,40374,STL_0009,2026-06-12T20:29:22,2026-06-15,
ENT_000190,payment,ORD_000242,PAY_000190,upi,105000,0,0,105000,STL_0009,2026-06-12T21:50:30,2026-06-15,
ENT_000191,payment,ORD_000348,PAY_000191,upi,741800,0,0,741800,STL_0009,2026-06-12T22:03:44,2026-06-15,
ENT_000192,payment,ORD_000210,PAY_000192,upi,223900,0,0,223900,STL_0009,2026-06-12T22:25:43,2026-06-15,
ENT_000193,payment,ORD_000043,PAY_000193,netbanking,765900,14552,2619,748729,STL_0009,2026-06-13T08:10:46,2026-06-15,
ENT_000194,payment,ORD_000240,PAY_000194,card,442500,8850,1593,432057,STL_0009,2026-06-13T08:33:10,2026-06-15,
ENT_000195,payment,ORD_000072,PAY_000195,upi,11000,0,0,11000,STL_0009,2026-06-13T09:53:06,2026-06-15,
ENT_000196,payment,ORD_000014,PAY_000196,card,366900,7338,1321,358241,STL_0009,2026-06-13T10:27:44,2026-06-15,
ENT_000197,payment,ORD_000196,PAY_000197,upi,71600,0,0,71600,STL_0009,2026-06-13T12:54:33,2026-06-15,
ENT_000198,payment,ORD_000469,PAY_000198,upi,65500,0,0,65500,STL_0009,2026-06-13T13:19:06,2026-06-15,
ENT_000199,payment,ORD_000361,PAY_000199,upi,349200,0,0,349200,STL_0009,2026-06-13T13:23:28,2026-06-15,
ENT_000200,payment,ORD_000331,PAY_000200,upi,277000,0,0,277000,STL_0009,2026-06-13T14:23:02,2026-06-15,
ENT_000201,payment,ORD_000036,PAY_000201,netbanking,89800,1706,307,87787,STL_0009,2026-06-13T15:07:58,2026-06-15,
ENT_000203,payment,ORD_000231,PAY_000203,upi,26600,0,0,26600,STL_0009,2026-06-13T17:15:43,2026-06-15,
ENT_000202,payment,ORD_000198,PAY_000202,upi,697200,0,0,697200,STL_0009,2026-06-13T17:16:57,2026-06-15,
ENT_000204,payment,ORD_000179,PAY_000204,card,113400,2268,408,110724,STL_0009,2026-06-13T19:17:56,2026-06-15,
ENT_000205,payment,ORD_000342,PAY_000205,wallet,26000,520,94,25386,STL_0009,2026-06-13T21:00:03,2026-06-15,
ENT_000206,payment,ORD_000441,PAY_000206,card,2368500,47370,8527,2312603,STL_0009,2026-06-13T21:24:31,2026-06-15,
ENT_000207,payment,ORD_000103,PAY_000207,upi,452300,0,0,452300,STL_0009,2026-06-13T21:39:27,2026-06-15,
ENT_000208,payment,ORD_000410,PAY_000208,netbanking,217700,4136,744,212820,STL_0010,2026-06-14T06:54:00,2026-06-16,
ENT_000209,payment,ORD_000238,PAY_000209,card,445400,8908,1603,434889,STL_0010,2026-06-14T08:36:36,2026-06-16,
ENT_000210,payment,ORD_000446,PAY_000210,card,590400,11783,2125,576492,STL_0010,2026-06-14T10:30:26,2026-06-16,
ENT_000211,payment,ORD_000131,PAY_000211,netbanking,246200,4678,842,240680,STL_0010,2026-06-14T10:34:31,2026-06-16,
ENT_000513,adjustment,,,,473300,0,0,-473300,STL_0010,2026-06-14T10:43:46,2026-06-16,Recovery of short-collected MDR on card volume
ENT_000212,payment,ORD_000146,PAY_000212,card,149500,2990,538,145972,STL_0010,2026-06-14T11:21:19,2026-06-16,
ENT_000213,payment,ORD_000227,PAY_000213,upi,1707000,0,0,1707000,STL_0010,2026-06-14T14:11:20,2026-06-16,
ENT_000214,payment,ORD_000050,PAY_000214,wallet,36600,732,132,35736,STL_0010,2026-06-14T14:17:39,2026-06-16,
ENT_000215,payment,ORD_000195,PAY_000215,upi,696500,0,0,696500,STL_0010,2026-06-14T15:11:40,2026-06-16,
ENT_000216,payment,ORD_000066,PAY_000216,upi,292500,0,0,292500,STL_0010,2026-06-14T15:32:17,2026-06-16,
ENT_000217,payment,ORD_000375,PAY_000217,wallet,28900,578,104,28218,STL_0010,2026-06-14T17:01:13,2026-06-16,
ENT_000218,payment,ORD_000273,PAY_000218,card,39300,786,141,38373,STL_0010,2026-06-14T17:05:08,2026-06-16,
ENT_000219,payment,ORD_000394,PAY_000219,upi,38900,0,0,38900,STL_0010,2026-06-14T17:31:13,2026-06-16,
ENT_000220,payment,ORD_000124,PAY_000220,upi,18321000,0,0,18321000,STL_0010,2026-06-14T17:39:12,2026-06-16,
ENT_000591,payment,ORD_000124,PAY_000477,upi,18321000,0,0,18321000,STL_0010,2026-06-14T17:43:02,2026-06-16,
ENT_000221,payment,ORD_000112,PAY_000221,upi,116900,0,0,116900,STL_0010,2026-06-14T18:41:08,2026-06-16,
ENT_000222,payment,ORD_000144,PAY_000222,netbanking,232300,4414,795,227091,STL_0010,2026-06-14T20:16:23,2026-06-16,
ENT_000223,payment,ORD_000406,PAY_000223,upi,47900,0,0,47900,STL_0010,2026-06-14T21:47:26,2026-06-16,
ENT_000224,payment,ORD_000293,PAY_000224,card,650900,13018,2343,635539,STL_0010,2026-06-14T22:01:27,2026-06-16,
ENT_000225,payment,ORD_000194,PAY_000225,upi,54000,0,0,54000,STL_0010,2026-06-14T22:21:45,2026-06-16,
ENT_000226,payment,ORD_000156,PAY_000226,upi,3197600,0,0,3197600,STL_0010,2026-06-14T22:38:15,2026-06-16,
ENT_000227,payment,ORD_000271,PAY_000227,upi,663700,0,0,663700,STL_0010,2026-06-14T23:27:53,2026-06-16,
ENT_000543,tds,,,,0,0,0,-96568,STL_0009,2026-06-15T07:41:20,2026-06-15,TDS u/s 194-O on settlement gross
ENT_000228,payment,ORD_000113,PAY_000228,card,14005300,280106,50419,13674775,STL_0011,2026-06-15T07:45:52,2026-06-17,
ENT_000230,payment,ORD_000322,PAY_000230,wallet,550400,11008,1981,537411,STL_0011,2026-06-15T09:03:42,2026-06-17,
ENT_000229,payment,ORD_000051,PAY_000229,upi,241600,0,0,241600,STL_0011,2026-06-15T09:08:47,2026-06-17,
ENT_000231,payment,ORD_000395,PAY_000231,wallet,540000,10800,1944,527256,STL_0011,2026-06-15T09:37:27,2026-06-17,
ENT_000544,rolling_reserve_hold,,,,0,0,0,-4926104,STL_0009,2026-06-15T09:45:33,2026-06-15,Rolling reserve hold
ENT_000232,payment,ORD_000163,PAY_000232,upi,245500,0,0,245500,STL_0011,2026-06-15T10:05:34,2026-06-17,
ENT_000597,payment,ORD_TEST_45157,PAY_000483,card,259700,5194,935,253571,STL_0011,2026-06-15T11:22:39,2026-06-17,
ENT_000233,payment,ORD_000068,PAY_000233,upi,752800,0,0,752800,STL_0011,2026-06-15T11:56:16,2026-06-17,
ENT_000234,payment,ORD_000009,PAY_000234,upi,82600,0,0,82600,STL_0011,2026-06-15T12:46:30,2026-06-17,
ENT_000235,payment,ORD_000414,PAY_000235,upi,143700,0,0,143700,STL_0011,2026-06-15T13:22:29,2026-06-17,
ENT_000545,settlement,,,,0,0,0,-93595975,STL_0009,2026-06-15T14:53:47,2026-06-15,Settlement payout UTR HDFCN26061500009
ENT_000236,payment,ORD_000149,PAY_000236,upi,100300,0,0,100300,STL_0011,2026-06-15T17:38:01,2026-06-17,
ENT_000237,payment,ORD_000254,PAY_000237,card,427600,8552,1539,417509,STL_0011,2026-06-15T18:23:54,2026-06-17,
ENT_000239,payment,ORD_000136,PAY_000239,card,121100,2422,436,118242,STL_0011,2026-06-15T18:30:57,2026-06-17,
ENT_000238,payment,ORD_000334,PAY_000238,upi,18900,0,0,18900,STL_0011,2026-06-15T18:40:42,2026-06-17,
ENT_000240,payment,ORD_000278,PAY_000240,upi,223700,0,0,223700,STL_0011,2026-06-15T18:43:44,2026-06-17,
ENT_000241,payment,ORD_000004,PAY_000241,upi,280700,0,0,280700,STL_0011,2026-06-15T19:30:44,2026-06-17,
ENT_000242,payment,ORD_000323,PAY_000242,card,94900,1898,342,92660,STL_0011,2026-06-15T20:46:31,2026-06-17,
ENT_000542,rolling_reserve_release,,,,0,0,0,3776578,STL_0009,2026-06-15T20:56:02,2026-06-15,Rolling reserve release
ENT_000243,payment,ORD_000075,PAY_000243,wallet,122100,2442,440,119218,STL_0011,2026-06-15T21:08:47,2026-06-17,
ENT_000487,refund,ORD_000105,PAY_000110,upi,44122,0,0,-44122,STL_0012,2026-06-16T01:14:01,2026-06-18,Refund against PAY_000110
ENT_000549,settlement,,,,0,0,0,-45296445,STL_0010,2026-06-16T08:33:16,2026-06-16,Settlement payout UTR HDFCN26061600010
ENT_000244,payment,ORD_000212,PAY_000244,upi,431300,0,0,431300,STL_0012,2026-06-16T08:47:17,2026-06-18,
ENT_000601,adjustment,,,,95000,0,0,95000,STL_0010,2026-06-16T09:19:28,2026-06-16,REF 0092841 ADJ
ENT_000245,payment,ORD_000486,PAY_000245,upi,10184400,0,0,10184400,STL_0012,2026-06-16T09:27:48,2026-06-18,
ENT_000547,tds,,,,0,0,0,-27773,STL_0010,2026-06-16T11:24:41,2026-06-16,TDS u/s 194-O on settlement gross
ENT_000246,payment,ORD_000462,PAY_000246,upi,597700,0,0,597700,STL_0012,2026-06-16T13:16:54,2026-06-18,
ENT_000546,rolling_reserve_release,,,,0,0,0,1084493,STL_0010,2026-06-16T14:37:34,2026-06-16,Rolling reserve release
ENT_000247,payment,ORD_000151,PAY_000247,upi,620800,0,0,620800,STL_0012,2026-06-16T15:53:58,2026-06-18,
ENT_000548,rolling_reserve_hold,,,,0,0,0,-1414760,STL_0010,2026-06-16T18:23:37,2026-06-16,Rolling reserve hold
ENT_000248,payment,ORD_000024,PAY_000248,upi,255100,0,0,255100,STL_0012,2026-06-16T21:47:28,2026-06-18,
ENT_000250,payment,ORD_000038,PAY_000250,card,21800,436,78,21286,STL_0012,2026-06-16T23:04:16,2026-06-18,
ENT_000249,payment,ORD_000228,PAY_000249,upi,5462200,0,0,5462200,STL_0012,2026-06-16T23:06:18,2026-06-18,
ENT_000251,payment,ORD_000027,PAY_000251,upi,79100,0,0,79100,STL_0013,2026-06-17T06:49:12,2026-06-19,
ENT_000252,payment,ORD_000235,PAY_000252,upi,34800,0,0,34800,STL_0013,2026-06-17T07:24:38,2026-06-19,
ENT_000253,payment,ORD_000320,PAY_000253,upi,1535300,0,0,1535300,STL_0013,2026-06-17T08:04:15,2026-06-19,
ENT_000255,payment,ORD_000359,PAY_000255,netbanking,1974800,37521,6754,1930525,STL_0013,2026-06-17T10:00:13,2026-06-19,
ENT_000254,payment,ORD_000060,PAY_000254,card,15500,310,56,15134,STL_0013,2026-06-17T10:03:44,2026-06-19,
ENT_000256,payment,ORD_000313,PAY_000256,card,301300,6026,1085,294189,STL_0013,2026-06-17T10:41:12,2026-06-19,
ENT_000257,payment,ORD_000077,PAY_000257,upi,25700,0,0,25700,STL_0013,2026-06-17T15:17:33,2026-06-19,
ENT_000258,payment,ORD_000295,PAY_000258,netbanking,586700,11147,2006,573547,STL_0013,2026-06-17T16:43:11,2026-06-19,
ENT_000259,payment,ORD_000285,PAY_000259,upi,37900,0,0,37900,STL_0013,2026-06-17T16:55:14,2026-06-19,
ENT_000260,payment,ORD_000286,PAY_000260,netbanking,1716000,32604,5869,1677527,STL_0013,2026-06-17T17:14:10,2026-06-19,
ENT_000261,payment,ORD_000237,PAY_000261,card,10200,204,37,9959,STL_0013,2026-06-17T17:19:22,2026-06-19,
ENT_000263,payment,ORD_000288,PAY_000263,upi,13300,0,0,13300,STL_0013,2026-06-17T17:22:43,2026-06-19,
ENT_000262,payment,ORD_000360,PAY_000262,upi,356700,0,0,356700,STL_0013,2026-06-17T17:25:09,2026-06-19,
ENT_000552,rolling_reserve_hold,,,,0,0,0,-928655,STL_0011,2026-06-17T17:31:50,2026-06-17,Rolling reserve hold
ENT_000550,rolling_reserve_release,,,,0,0,0,1348344,STL_0011,2026-06-17T18:58:14,2026-06-17,Rolling reserve release
ENT_000264,payment,ORD_000260,PAY_000264,card,2351400,47028,8465,2295907,STL_0013,2026-06-17T21:05:15,2026-06-19,
ENT_000265,payment,ORD_000239,PAY_000265,card,469800,9396,1691,458713,STL_0013,2026-06-17T21:11:12,2026-06-19,
ENT_000266,payment,ORD_000101,PAY_000266,upi,93100,0,0,93100,STL_0013,2026-06-17T21:36:10,2026-06-19,
ENT_000553,settlement,,,,0,0,0,-17898007,STL_0011,2026-06-17T21:56:38,2026-06-17,Settlement payout UTR HDFCN26061700011
ENT_000551,tds,,,,0,0,0,-17609,STL_0011,2026-06-17T22:25:22,2026-06-17,TDS u/s 194-O on settlement gross
ENT_000267,payment,ORD_000003,PAY_000267,upi,142900,0,0,142900,STL_0013,2026-06-17T23:28:05,2026-06-19,
ENT_000492,refund,ORD_000432,PAY_000054,wallet,157600,0,0,-157600,STL_0014,2026-06-18T06:30:10,2026-06-22,Refund against PAY_000054
ENT_000554,rolling_reserve_release,,,,0,0,0,540673,STL_0012,2026-06-18T06:32:56,2026-06-18,Rolling reserve release
ENT_000268,payment,ORD_000413,PAY_000268,wallet,769900,15398,2772,751730,STL_0014,2026-06-18T08:03:21,2026-06-22,
ENT_000269,payment,ORD_000475,PAY_000269,card,38500,770,139,37591,STL_0014,2026-06-18T09:08:48,2026-06-22,
ENT_000504,refund,ORD_000385,PAY_000079,netbanking,104400,0,0,-104400,STL_0014,2026-06-18T09:48:08,2026-06-22,Refund against PAY_000079
ENT_000555,tds,,,,0,0,0,-17573,STL_0012,2026-06-18T10:28:10,2026-06-18,TDS u/s 194-O on settlement gross
ENT_000270,payment,ORD_000261,PAY_000270,upi,4415200,0,0,4415200,STL_0014,2026-06-18T10:41:48,2026-06-22,
ENT_000271,payment,ORD_000133,PAY_000271,netbanking,4130800,78485,14127,4038188,STL_0014,2026-06-18T10:56:40,2026-06-22,
ENT_000272,payment,ORD_000496,PAY_000272,card,2263000,45260,8147,2209593,STL_0014,2026-06-18T11:26:22,2026-06-22,
ENT_000273,payment,ORD_000259,PAY_000273,wallet,5464900,109298,19674,5335928,STL_0014,2026-06-18T12:01:42,2026-06-22,
ENT_000556,rolling_reserve_hold,,,,0,0,0,-902588,STL_0012,2026-06-18T13:04:32,2026-06-18,Rolling reserve hold
ENT_000275,payment,ORD_000335,PAY_000275,upi,69100,0,0,69100,STL_0014,2026-06-18T13:54:09,2026-06-22,
ENT_000274,payment,ORD_000398,PAY_000274,upi,104500,0,0,104500,STL_0014,2026-06-18T13:56:48,2026-06-22,
ENT_000557,settlement,,,,0,0,0,-17149176,STL_0012,2026-06-18T14:13:09,2026-06-18,Settlement payout UTR HDFCN26061800012
ENT_000276,payment,ORD_000324,PAY_000276,upi,474300,0,0,474300,STL_0014,2026-06-18T14:55:18,2026-06-22,
ENT_000277,payment,ORD_000022,PAY_000277,netbanking,4725200,89779,16160,4619261,STL_0014,2026-06-18T16:45:53,2026-06-22,
ENT_000278,payment,ORD_000015,PAY_000278,upi,129400,0,0,129400,STL_0014,2026-06-18T18:37:14,2026-06-22,
ENT_000279,payment,ORD_000392,PAY_000279,card,86500,1730,311,84459,STL_0014,2026-06-18T18:37:25,2026-06-22,
ENT_000478,refund,ORD_000324,PAY_000276,upi,474300,0,0,-474300,STL_0014,2026-06-18T21:24:07,2026-06-22,Refund against PAY_000276
ENT_000280,payment,ORD_000358,PAY_000280,card,66100,1322,238,64540,STL_0014,2026-06-18T23:19:58,2026-06-22,
ENT_000281,payment,ORD_000018,PAY_000281,netbanking,243800,4632,834,238334,STL_0014,2026-06-18T23:49:23,2026-06-22,
ENT_000282,payment,ORD_000467,PAY_000282,upi,473000,0,0,473000,STL_0014,2026-06-19T08:40:17,2026-06-22,
ENT_000283,payment,ORD_000422,PAY_000283,card,102400,2048,369,99983,STL_0014,2026-06-19T08:44:04,2026-06-22,
ENT_000284,payment,ORD_000412,PAY_000284,upi,242700,0,0,242700,STL_0014,2026-06-19T09:25:37,2026-06-22,
ENT_000561,settlement,,,,0,0,0,-10223812,STL_0013,2026-06-19T09:30:43,2026-06-19,Settlement payout UTR HDFCN26061900013
ENT_000559,tds,,,,0,0,0,-9745,STL_0013,2026-06-19T09:42:14,2026-06-19,TDS u/s 194-O on settlement gross
ENT_000285,payment,ORD_000438,PAY_000285,wallet,14244500,284890,51280,13908330,STL_0014,2026-06-19T10:20:11,2026-06-22,
ENT_000558,rolling_reserve_release,,,,0,0,0,1197351,STL_0013,2026-06-19T11:10:23,2026-06-19,Rolling reserve release
ENT_000286,payment,ORD_000211,PAY_000286,netbanking,126900,2411,434,124055,STL_0014,2026-06-19T12:22:33,2026-06-22,
ENT_000287,payment,ORD_000448,PAY_000287,upi,99400,0,0,99400,STL_0014,2026-06-19T13:09:25,2026-06-22,
ENT_000288,payment,ORD_000315,PAY_000288,upi,83500,0,0,83500,STL_0014,2026-06-19T13:10:52,2026-06-22,
ENT_000289,payment,ORD_000377,PAY_000289,upi,64900,0,0,64900,STL_0014,2026-06-19T15:25:38,2026-06-22,
ENT_000290,payment,ORD_000099,PAY_000290,upi,111100,0,0,111100,STL_0014,2026-06-19T16:18:25,2026-06-22,
ENT_000291,payment,ORD_000042,PAY_000291,card,2138600,42772,7699,2088129,STL_0014,2026-06-19T16:23:45,2026-06-22,
ENT_000292,payment,ORD_000207,PAY_000292,netbanking,612400,11636,2094,598670,STL_0014,2026-06-19T17:07:04,2026-06-22,
ENT_000293,payment,ORD_000299,PAY_000293,netbanking,3385600,64358,11579,3309663,STL_0014,2026-06-19T17:53:01,2026-06-22,
ENT_000294,payment,ORD_000200,PAY_000294,upi,33400,0,0,33400,STL_0014,2026-06-19T18:13:32,2026-06-22,
ENT_000296,payment,ORD_000226,PAY_000296,upi,787400,0,0,787400,STL_0014,2026-06-19T18:39:59,2026-06-22,
ENT_000295,payment,ORD_000282,PAY_000295,card,210200,4204,757,205239,STL_0014,2026-06-19T18:47:12,2026-06-22,
ENT_000297,payment,ORD_000312,PAY_000297,wallet,140700,2814,507,137379,STL_0014,2026-06-19T19:01:01,2026-06-22,
ENT_000298,payment,ORD_000184,PAY_000298,netbanking,34900,663,119,34118,STL_0014,2026-06-19T19:34:49,2026-06-22,
ENT_000560,rolling_reserve_hold,,,,0,0,0,-538095,STL_0013,2026-06-19T19:51:21,2026-06-19,Rolling reserve hold
ENT_000299,payment,ORD_000338,PAY_000299,upi,499900,0,0,499900,STL_0014,2026-06-19T23:41:48,2026-06-22,
ENT_000483,refund,ORD_000116,PAY_000108,upi,521900,0,0,-521900,STL_0014,2026-06-20T07:21:54,2026-06-22,Refund against PAY_000108
ENT_000300,payment,ORD_000269,PAY_000300,upi,125300,0,0,125300,STL_0014,2026-06-20T07:59:22,2026-06-22,
ENT_000301,payment,ORD_000404,PAY_000301,card,4667700,93354,16804,4557542,STL_0014,2026-06-20T08:55:08,2026-06-22,
ENT_000302,payment,ORD_000248,PAY_000302,netbanking,413100,7849,1413,403838,STL_0014,2026-06-20T09:18:04,2026-06-22,
ENT_000303,payment,ORD_000437,PAY_000303,wallet,30400,608,109,29683,STL_0014,2026-06-20T10:50:40,2026-06-22,
ENT_000304,payment,ORD_000090,PAY_000304,card,243700,4874,877,237949,STL_0014,2026-06-20T12:38:23,2026-06-22,
ENT_000305,payment,ORD_000417,PAY_000305,upi,792900,0,0,792900,STL_0014,2026-06-20T12:59:34,2026-06-22,
ENT_000306,payment,ORD_000492,PAY_000306,upi,46200,0,0,46200,STL_0014,2026-06-20T16:04:25,2026-06-22,
ENT_000307,payment,ORD_000403,PAY_000307,upi,435000,0,0,435000,STL_0014,2026-06-20T18:00:10,2026-06-22,
ENT_000308,payment,ORD_000382,PAY_000308,upi,295500,0,0,295500,STL_0014,2026-06-20T18:32:12,2026-06-22,
ENT_000309,payment,ORD_000388,PAY_000309,card,716600,14332,2580,699688,STL_0014,2026-06-20T19:47:03,2026-06-22,
ENT_000310,payment,ORD_000357,PAY_000310,card,5120600,102412,18434,4999754,STL_0014,2026-06-20T21:10:58,2026-06-22,
ENT_000311,payment,ORD_000044,PAY_000311,upi,53500,0,0,53500,STL_0014,2026-06-20T22:27:53,2026-06-22,
ENT_000313,payment,ORD_000483,PAY_000313,card,121200,2424,436,118340,STL_0015,2026-06-21T06:37:07,2026-06-23,
ENT_000314,payment,ORD_000399,PAY_000314,card,474000,9500,1706,462794,STL_0015,2026-06-21T06:55:22,2026-06-23,
ENT_000598,payment,ORD_TEST_81681,PAY_000484,netbanking,370800,7045,1268,362487,STL_0015,2026-06-21T07:59:52,2026-06-23,
ENT_000315,payment,ORD_000001,PAY_000315,card,38400,728,138,37534,STL_0015,2026-06-21T09:48:21,2026-06-23,
ENT_000316,payment,ORD_000205,PAY_000316,card,62300,1246,224,60830,STL_0015,2026-06-21T12:23:17,2026-06-23,
ENT_000317,payment,ORD_000150,PAY_000317,card,397400,7948,1431,388021,STL_0015,2026-06-21T12:31:48,2026-06-23,
ENT_000490,refund,ORD_000273,PAY_000218,card,39300,0,0,-39300,STL_0015,2026-06-21T12:57:17,2026-06-23,Refund against PAY_000218
ENT_000318,payment,ORD_000317,PAY_000318,upi,55100,0,0,55100,STL_0015,2026-06-21T13:22:56,2026-06-23,
ENT_000319,payment,ORD_000397,PAY_000319,card,5652800,113056,20350,5519394,STL_0015,2026-06-21T13:43:58,2026-06-23,
ENT_000320,payment,ORD_000301,PAY_000320,upi,120200,0,0,120200,STL_0015,2026-06-21T15:10:53,2026-06-23,
ENT_000321,payment,ORD_000439,PAY_000321,wallet,740700,14814,2667,723219,STL_0015,2026-06-21T15:58:41,2026-06-23,
ENT_000323,payment,ORD_000191,PAY_000323,card,326200,6527,1174,318499,STL_0015,2026-06-21T18:29:38,2026-06-23,
ENT_000322,payment,ORD_000215,PAY_000322,netbanking,148800,2827,509,145464,STL_0015,2026-06-21T18:33:08,2026-06-23,
ENT_000326,payment,ORD_000236,PAY_000326,wallet,112200,2244,404,109552,STL_0015,2026-06-21T23:02:51,2026-06-23,
ENT_000325,payment,ORD_000130,PAY_000325,upi,404500,0,0,404500,STL_0015,2026-06-21T23:06:33,2026-06-23,
ENT_000565,settlement,,,,0,0,0,-58670544,STL_0014,2026-06-22T07:08:36,2026-06-22,Settlement payout UTR HDFCN26062200014
ENT_000327,payment,ORD_000185,PAY_000327,card,5525500,110510,19892,5395098,STL_0016,2026-06-22T07:28:21,2026-06-24,
ENT_000328,payment,ORD_000182,PAY_000328,card,538500,10770,1939,525791,STL_0016,2026-06-22T08:13:05,2026-06-24,
ENT_000329,payment,ORD_000303,PAY_000329,netbanking,463600,8808,1585,453207,STL_0016,2026-06-22T09:28:01,2026-06-24,
ENT_000330,payment,ORD_000084,PAY_000330,upi,532800,0,0,532800,STL_0016,2026-06-22T10:53:34,2026-06-24,
ENT_000563,tds,,,,0,0,0,-59313,STL_0014,2026-06-22T11:41:53,2026-06-22,TDS u/s 194-O on settlement gross
ENT_000331,payment,ORD_000249,PAY_000331,card,499000,9980,1796,487224,STL_0016,2026-06-22T11:46:18,2026-06-24,
ENT_000332,payment,ORD_000480,PAY_000332,netbanking,48200,916,165,47119,STL_0016,2026-06-22T14:25:25,2026-06-24,
ENT_000333,payment,ORD_000390,PAY_000333,upi,186200,0,0,186200,STL_0016,2026-06-22T18:57:10,2026-06-24,
ENT_000564,rolling_reserve_hold,,,,0,0,0,-3087923,STL_0014,2026-06-22T19:01:15,2026-06-22,Rolling reserve hold
ENT_000334,payment,ORD_000219,PAY_000334,card,147200,2944,530,143726,STL_0016,2026-06-22T19:33:01,2026-06-24,
ENT_000335,payment,ORD_000474,PAY_000335,upi,92700,0,0,92700,STL_0016,2026-06-22T20:43:09,2026-06-24,
ENT_000337,payment,ORD_000296,PAY_000337,upi,2532500,0,0,2532500,STL_0016,2026-06-22T21:14:08,2026-06-24,
ENT_000336,payment,ORD_000393,PAY_000336,upi,14900,0,0,14900,STL_0016,2026-06-22T21:16:00,2026-06-24,
ENT_000562,rolling_reserve_release,,,,0,0,0,4926104,STL_0014,2026-06-22T21:30:13,2026-06-22,Rolling reserve release
ENT_000338,payment,ORD_000264,PAY_000338,netbanking,5913500,112357,20224,5780919,STL_0016,2026-06-22T23:51:30,2026-06-24,
ENT_000339,payment,ORD_000396,PAY_000339,card,33400,668,120,32612,STL_0017,2026-06-23T07:03:21,2026-06-26,
ENT_000485,refund,ORD_000191,PAY_000323,card,326200,0,0,-326200,STL_0017,2026-06-23T07:31:02,2026-06-26,Refund against PAY_000323
ENT_000340,payment,ORD_000419,PAY_000340,card,115200,2304,415,112481,STL_0017,2026-06-23T09:20:18,2026-06-26,
ENT_000568,rolling_reserve_hold,,,,0,0,0,-494486,STL_0015,2026-06-23T10:03:10,2026-06-23,Rolling reserve hold
ENT_000341,payment,ORD_000489,PAY_000341,card,81900,1638,295,79967,STL_0017,2026-06-23T10:42:21,2026-06-26,
ENT_000566,rolling_reserve_release,,,,0,0,0,1414760,STL_0015,2026-06-23T11:08:40,2026-06-23,Rolling reserve release
ENT_000343,payment,ORD_000304,PAY_000343,netbanking,122600,2329,419,119852,STL_0017,2026-06-23T11:41:25,2026-06-26,
ENT_000344,payment,ORD_000302,PAY_000344,upi,630700,0,0,630700,STL_0017,2026-06-23T13:24:56,2026-06-26,
ENT_000345,payment,ORD_000298,PAY_000345,netbanking,609100,11573,2083,595444,STL_0017,2026-06-23T14:28:41,2026-06-26,
ENT_000569,settlement,,,,0,0,0,-9698177,STL_0015,2026-06-23T14:59:11,2026-06-23,Settlement payout UTR HDFCN26062300015
ENT_000346,payment,ORD_000407,PAY_000346,card,551100,11022,1984,538094,STL_0017,2026-06-23T15:19:43,2026-06-26,
ENT_000347,payment,ORD_000494,PAY_000347,upi,425700,0,0,425700,STL_0017,2026-06-23T15:28:11,2026-06-26,
ENT_000348,payment,ORD_000218,PAY_000348,upi,677100,0,0,677100,STL_0017,2026-06-23T17:05:25,2026-06-26,
ENT_000349,payment,ORD_000026,PAY_000349,card,147400,2948,531,143921,STL_0017,2026-06-23T17:29:19,2026-06-26,
