link_type,order_id,entry_id,settlement_id,line_id
entry_settlement,,ENT_000329,STL_0016,
order_entry,ORD_000084,ENT_000330,,
entry_settlement,,ENT_000330,STL_0016,
order_entry,ORD_000249,ENT_000331,,
entry_settlement,,ENT_000331,STL_0016,
order_entry,ORD_000480,ENT_000332,,
entry_settlement,,ENT_000332,STL_0016,
order_entry,ORD_000390,ENT_000333,,
entry_settlement,,ENT_000333,STL_0016,
order_entry,ORD_000219,ENT_000334,,
entry_settlement,,ENT_000334,STL_0016,
order_entry,ORD_000474,ENT_000335,,
entry_settlement,,ENT_000335,STL_0016,
order_entry,ORD_000393,ENT_000336,,
entry_settlement,,ENT_000336,STL_0016,
order_entry,ORD_000296,ENT_000337,,
entry_settlement,,ENT_000337,STL_0016,
order_entry,ORD_000264,ENT_000338,,
entry_settlement,,ENT_000338,STL_0016,
order_entry,ORD_000396,ENT_000339,,
entry_settlement,,ENT_000339,STL_0017,
order_entry,ORD_000419,ENT_000340,,
entry_settlement,,ENT_000340,STL_0017,
order_entry,ORD_000489,ENT_000341,,
entry_settlement,,ENT_000341,STL_0017,
order_entry,ORD_000304,ENT_000343,,
entry_settlement,,ENT_000343,STL_0017,
order_entry,ORD_000302,ENT_000344,,
entry_settlement,,ENT_000344,STL_0017,
order_entry,ORD_000298,ENT_000345,,
entry_settlement,,ENT_000345,STL_0017,
order_entry,ORD_000407,ENT_000346,,
entry_settlement,,ENT_000346,STL_0017,
order_entry,ORD_000494,ENT_000347,,
entry_settlement,,ENT_000347,STL_0017,
order_entry,ORD_000218,ENT_000348,,
entry_settlement,,ENT_000348,STL_0017,
order_entry,ORD_000026,ENT_000349,,
entry_settlement,,ENT_000349,STL_0017,
order_entry,ORD_000247,ENT_000350,,
entry_settlement,,ENT_000350,STL_0017,
order_entry,ORD_000180,ENT_000351,,
entry_settlement,,ENT_000351,STL_0017,
order_entry,ORD_000132,ENT_000352,,
entry_settlement,,ENT_000352,STL_0017,
order_entry,ORD_000484,ENT_000353,,
entry_settlement,,ENT_000353,STL_0017,
order_entry,ORD_000010,ENT_000354,,
entry_settlement,,ENT_000354,STL_0017,
order_entry,ORD_000176,ENT_000355,,
entry_settlement,,ENT_000355,STL_0017,
order_entry,ORD_000450,ENT_000356,,
entry_settlement,,ENT_000356,STL_0017,
order_entry,ORD_000325,ENT_000357,,
entry_settlement,,ENT_000357,STL_0017,
order_entry,ORD_000216,ENT_000358,,
entry_settlement,,ENT_000358,STL_0017,
order_entry,ORD_000138,ENT_000359,,
entry_settlement,,ENT_000359,STL_0017,
order_entry,ORD_000346,ENT_000360,,
entry_settlement,,ENT_000360,STL_0017,
order_entry,ORD_000076,ENT_000361,,
entry_settlement,,ENT_000361,STL_0017,
order_entry,ORD_000106,ENT_000362,,
entry_settlement,,ENT_000362,STL_0017,
order_entry,ORD_000336,ENT_000364,,
entry_settlement,,ENT_000364,STL_0017,
order_entry,ORD_000383,ENT_000365,,
entry_settlement,,ENT_000365,STL_0017,
order_entry,ORD_000294,ENT_000366,,
entry_settlement,,ENT_000366,STL_0017,
order_entry,ORD_000311,ENT_000367,,
entry_settlement,,ENT_000367,STL_0017,
order_entry,ORD_000159,ENT_000368,,
entry_settlement,,ENT_000368,STL_0017,
order_entry,ORD_000153,ENT_000369,,
entry_settlement,,ENT_000369,STL_0017,
order_entry,ORD_000497,ENT_000370,,
entry_settlement,,ENT_000370,STL_0017,
order_entry,ORD_000353,ENT_000371,,
entry_settlement,,ENT_000371,STL_0017,
order_entry,ORD_000368,ENT_000372,,
entry_settlement,,ENT_000372,STL_0018,
order_entry,ORD_000263,ENT_000373,,
entry_settlement,,ENT_000373,STL_0018,
order_entry,ORD_000435,ENT_000374,,
entry_settlement,,ENT_000374,STL_0018,
order_entry,ORD_000283,ENT_000375,,
entry_settlement,,ENT_000375,STL_0018,
order_entry,ORD_000401,ENT_000376,,
entry_settlement,,ENT_000376,STL_0018,
order_entry,ORD_000444,ENT_000377,,
entry_settlement,,ENT_000377,STL_0018,
order_entry,ORD_000431,ENT_000378,,
entry_settlement,,ENT_000378,STL_0018,
order_entry,ORD_000071,ENT_000379,,
entry_settlement,,ENT_000379,STL_0018,
order_entry,ORD_000089,ENT_000380,,
entry_settlement,,ENT_000380,STL_0018,
order_entry,ORD_000464,ENT_000381,,
entry_settlement,,ENT_000381,STL_0018,
order_entry,ORD_000175,ENT_000382,,
entry_settlement,,ENT_000382,STL_0018,
order_entry,ORD_000123,ENT_000383,,
entry_settlement,,ENT_000383,STL_0018,
order_entry,ORD_000081,ENT_000384,,
entry_settlement,,ENT_000384,STL_0018,
order_entry,ORD_000245,ENT_000385,,
entry_settlement,,ENT_000385,STL_0018,
order_entry,ORD_000416,ENT_000386,,
entry_settlement,,ENT_000386,STL_0018,
order_entry,ORD_000197,ENT_000387,,
entry_settlement,,ENT_000387,STL_0018,
order_entry,ORD_000019,ENT_000388,,
entry_settlement,,ENT_000388,STL_0018,
order_entry,ORD_000327,ENT_000389,,
entry_settlement,,ENT_000389,STL_0018,
order_entry,ORD_000127,ENT_000390,,
entry_settlement,,ENT_000390,STL_0018,
order_entry,ORD_000243,ENT_000391,,
entry_settlement,,ENT_000391,STL_0018,
order_entry,ORD_000319,ENT_000392,,
entry_settlement,,ENT_000392,STL_0018,
order_entry,ORD_000141,ENT_000393,,
entry_settlement,,ENT_000393,STL_0018,
order_entry,ORD_000111,ENT_000394,,
entry_settlement,,ENT_000394,STL_0018,
order_entry,ORD_000389,ENT_000395,,
entry_settlement,,ENT_000395,STL_0018,
order_entry,ORD_000420,ENT_000396,,
entry_settlement,,ENT_000396,STL_0018,
order_entry,ORD_000225,ENT_000397,,
entry_settlement,,ENT_000397,STL_0018,
order_entry,ORD_000170,ENT_000398,,
entry_settlement,,ENT_000398,STL_0018,
order_entry,ORD_000057,ENT_000399,,
entry_settlement,,ENT_000399,STL_0018,
order_entry,ORD_000308,ENT_000400,,
entry_settlement,,ENT_000400,STL_0018,
order_entry,ORD_000246,ENT_000401,,
entry_settlement,,ENT_000401,STL_0018,
order_entry,ORD_000062,ENT_000402,,
entry_settlement,,ENT_000402,STL_0018,
order_entry,ORD_000017,ENT_000403,,
entry_settlement,,ENT_000403,STL_0018,
order_entry,ORD_000425,ENT_000404,,
entry_settlement,,ENT_000404,STL_0018,
order_entry,ORD_000391,ENT_000405,,
entry_settlement,,ENT_000405,STL_0018,
order_entry,ORD_000037,ENT_000406,,
entry_settlement,,ENT_000406,STL_0018,
order_entry,ORD_000171,ENT_000407,,
entry_settlement,,ENT_000407,STL_0018,
order_entry,ORD_000166,ENT_000408,,
entry_settlement,,ENT_000408,STL_0018,
order_entry,ORD_000433,ENT_000409,,
entry_settlement,,ENT_000409,STL_0018,
order_entry,ORD_000280,ENT_000410,,
entry_settlement,,ENT_000410,STL_0018,
order_entry,ORD_000222,ENT_000411,,
entry_settlement,,ENT_000411,STL_0018,
order_entry,ORD_000384,ENT_000412,,
entry_settlement,,ENT_000412,STL_0018,
order_entry,ORD_000047,ENT_000413,,
entry_settlement,,ENT_000413,STL_0018,
order_entry,ORD_000126,ENT_000414,,
entry_settlement,,ENT_000414,STL_0018,
order_entry,ORD_000122,ENT_000415,,
entry_settlement,,ENT_000415,STL_0018,
order_entry,ORD_000488,ENT_000416,,
entry_settlement,,ENT_000416,STL_0018,
order_entry,ORD_000476,ENT_000417,,
entry_settlement,,ENT_000417,STL_0018,
order_entry,ORD_000362,ENT_000418,,
entry_settlement,,ENT_000418,STL_0018,
order_entry,ORD_000233,ENT_000419,,
entry_settlement,,ENT_000419,STL_0018,
order_entry,ORD_000161,ENT_000420,,
entry_settlement,,ENT_000420,STL_0018,
order_entry,ORD_000490,ENT_000421,,
entry_settlement,,ENT_000421,STL_0018,
order_entry,ORD_000426,ENT_000422,,
entry_settlement,,ENT_000422,STL_0018,
order_entry,ORD_000046,ENT_000423,,
entry_settlement,,ENT_000423,STL_0018,
order_entry,ORD_000110,ENT_000424,,
entry_settlement,,ENT_000424,STL_0019,
order_entry,ORD_000307,ENT_000425,,
entry_settlement,,ENT_000425,STL_0019,
order_entry,ORD_000202,ENT_000426,,
entry_settlement,,ENT_000426,STL_0019,
order_entry,ORD_000177,ENT_000427,,
entry_settlement,,ENT_000427,STL_0019,
order_entry,ORD_000345,ENT_000428,,
entry_settlement,,ENT_000428,STL_0019,
order_entry,ORD_000252,ENT_000429,,
entry_settlement,,ENT_000429,STL_0019,
order_entry,ORD_000199,ENT_000430,,
entry_settlement,,ENT_000430,STL_0019,
order_entry,ORD_000473,ENT_000431,,
entry_settlement,,ENT_000431,STL_0019,
order_entry,ORD_000366,ENT_000432,,
entry_settlement,,ENT_000432,STL_0019,
order_entry,ORD_000460,ENT_000433,,
entry_settlement,,ENT_000433,STL_0019,
order_entry,ORD_000142,ENT_000434,,
entry_settlement,,ENT_000434,STL_0019,
order_entry,ORD_000329,ENT_000435,,
entry_settlement,,ENT_000435,STL_0019,
order_entry,ORD_000188,ENT_000436,,
entry_settlement,,ENT_000436,STL_0019,
order_entry,ORD_000082,ENT_000437,,
entry_settlement,,ENT_000437,STL_0019,
order_entry,ORD_000455,ENT_000438,,
entry_settlement,,ENT_000438,STL_0020,
order_entry,ORD_000083,ENT_000439,,
entry_settlement,,ENT_000439,STL_0020,
order_entry,ORD_000281,ENT_000440,,
entry_settlement,,ENT_000440,STL_0020,
order_entry,ORD_000354,ENT_000441,,
entry_settlement,,ENT_000441,STL_0020,
order_entry,ORD_000002,ENT_000442,,
entry_settlement,,ENT_000442,STL_0020,
order_entry,ORD_000041,ENT_000443,,
entry_settlement,,ENT_000443,STL_0020,
order_entry,ORD_000162,ENT_000444,,
entry_settlement,,ENT_000444,STL_0020,
order_entry,ORD_000478,ENT_000445,,
entry_settlement,,ENT_000445,STL_0020,
order_entry,ORD_000310,ENT_000446,,
entry_settlement,,ENT_000446,STL_0020,
order_entry,ORD_000020,ENT_000447,,
entry_settlement,,ENT_000447,STL_0020,
order_entry,ORD_000482,ENT_000448,,
entry_settlement,,ENT_000448,STL_0020,
order_entry,ORD_000400,ENT_000449,,
entry_settlement,,ENT_000449,STL_0020,
order_entry,ORD_000337,ENT_000450,,
entry_settlement,,ENT_000450,STL_0020,
order_entry,ORD_000096,ENT_000451,,
entry_settlement,,ENT_000451,STL_0020,
order_entry,ORD_000481,ENT_000452,,
entry_settlement,,ENT_000452,STL_0020,
order_entry,ORD_000321,ENT_000453,,
entry_settlement,,ENT_000453,STL_0020,
order_entry,ORD_000423,ENT_000454,,
entry_settlement,,ENT_000454,STL_0020,
order_entry,ORD_000258,ENT_000455,,
entry_settlement,,ENT_000455,STL_0020,
order_entry,ORD_000332,ENT_000456,,
entry_settlement,,ENT_000456,STL_0020,
order_entry,ORD_000427,ENT_000457,,
entry_settlement,,ENT_000457,STL_0020,
order_entry,ORD_000466,ENT_000458,,
entry_settlement,,ENT_000458,STL_0020,
order_entry,ORD_000052,ENT_000459,,
entry_settlement,,ENT_000459,STL_0020,
order_entry,ORD_000234,ENT_000460,,
entry_settlement,,ENT_000460,STL_0020,
order_entry,ORD_000463,ENT_000461,,
order_entry,ORD_000365,ENT_000462,,
order_entry,ORD_000333,ENT_000463,,
order_entry,ORD_000140,ENT_000464,,
order_entry,ORD_000326,ENT_000465,,
order_entry,ORD_000428,ENT_000466,,
order_entry,ORD_000058,ENT_000467,,
order_entry,ORD_000097,ENT_000468,,
order_entry,ORD_000314,ENT_000469,,
order_entry,ORD_000045,ENT_000470,,
order_entry,ORD_000305,ENT_000471,,
order_entry,ORD_000189,ENT_000472,,
order_entry,ORD_000117,ENT_000473,,
order_entry,ORD_000256,ENT_000474,,
order_entry,ORD_000328,ENT_000475,,
order_entry,ORD_000034,ENT_000476,,
order_entry,ORD_000420,ENT_000477,,
order_entry,ORD_000324,ENT_000478,,
entry_settlement,,ENT_000478,STL_0014,
order_entry,ORD_000398,ENT_000479,,
entry_settlement,,ENT_000479,STL_0018,
order_entry,ORD_000270,ENT_000480,,
entry_settlement,,ENT_000480,STL_0007,
order_entry,ORD_000439,ENT_000481,,
entry_settlement,,ENT_000481,STL_0018,
order_entry,ORD_000355,ENT_000482,,
entry_settlement,,ENT_000482,STL_0004,
order_entry,ORD_000116,ENT_000483,,
entry_settlement,,ENT_000483,STL_0014,
order_entry,ORD_000302,ENT_000484,,
order_entry,ORD_000191,ENT_000485,,
entry_settlement,,ENT_000485,STL_0017,
order_entry,ORD_000225,ENT_000486,,
order_entry,ORD_000105,ENT_000487,,
entry_settlement,,ENT_000487,STL_0012,
order_entry,ORD_000041,ENT_000488,,
order_entry,ORD_000180,ENT_000489,,
order_entry,ORD_000273,ENT_000490,,
entry_settlement,,ENT_000490,STL_0015,
order_entry,ORD_000345,ENT_000491,,
order_entry,ORD_000432,ENT_000492,,
entry_settlement,,ENT_000492,STL_0014,
order_entry,ORD_000028,ENT_000493,,
entry_settlement,,ENT_000493,STL_0007,
order_entry,ORD_000307,ENT_000494,,
entry_settlement,,ENT_000494,STL_0019,
order_entry,ORD_000346,ENT_000495,,
order_entry,ORD_000337,ENT_000496,,
order_entry,ORD_000089,ENT_000497,,
order_entry,ORD_000406,ENT_000498,,
entry_settlement,,ENT_000498,STL_0018,
order_entry,ORD_000480,ENT_000499,,
entry_settlement,,ENT_000499,STL_0017,
order_entry,ORD_000233,ENT_000500,,
entry_settlement,,ENT_000500,STL_0020,
order_entry,ORD_000040,ENT_000501,,
entry_settlement,,ENT_000501,STL_0004,
order_entry,ORD_000123,ENT_000502,,
order_entry,ORD_000132,ENT_000503,,
entry_settlement,,ENT_000503,STL_0018,
order_entry,ORD_000385,ENT_000504,,
entry_settlement,,ENT_000504,STL_0014,
order_entry,ORD_000465,ENT_000505,,
entry_settlement,,ENT_000505,STL_0005,
order_entry,ORD_000217,ENT_000506,,
entry_settlement,,ENT_000506,STL_0017,
order_entry,ORD_000302,ENT_000507,,
order_entry,ORD_000393,ENT_000508,,
order_entry,ORD_000070,ENT_000509,,
entry_settlement,,ENT_000509,STL_0018,
entry_settlement,,ENT_000510,STL_0020,
entry_settlement,,ENT_000511,STL_0008,
entry_settlement,,ENT_000512,STL_0004,
entry_settlement,,ENT_000513,STL_0010,
entry_settlement,,ENT_000514,STL_0020,
entry_settlement,,ENT_000515,STL_0001,
entry_settlement,,ENT_000516,STL_0001,
entry_settlement,,ENT_000518,STL_0002,
entry_settlement,,ENT_000519,STL_0002,
entry_settlement,,ENT_000521,STL_0003,
entry_settlement,,ENT_000522,STL_0003,
entry_settlement,,ENT_000524,STL_0004,
entry_settlement,,ENT_000525,STL_0004,
entry_settlement,,ENT_000527,STL_0005,
entry_settlement,,ENT_000528,STL_0005,
entry_settlement,,ENT_000530,STL_0006,
entry_settlement,,ENT_000531,STL_0006,
entry_settlement,,ENT_000532,STL_0006,
entry_settlement,,ENT_000534,STL_0007,
entry_settlement,,ENT_000535,STL_0007,
entry_settlement,,ENT_000536,STL_0007,
entry_settlement,,ENT_000538,STL_0008,
entry_settlement,,ENT_000539,STL_0008,
entry_settlement,,ENT_000540,STL_0008,
entry_settlement,,ENT_000542,STL_0009,
entry_settlement,,ENT_000543,STL_0009,
entry_settlement,,ENT_000544,STL_0009,
entry_settlement,,ENT_000546,STL_0010,
entry_settlement,,ENT_000547,STL_0010,
entry_settlement,,ENT_000548,STL_0010,
entry_settlement,,ENT_000550,STL_0011,
entry_settlement,,ENT_000551,STL_0011,
entry_settlement,,ENT_000552,STL_0011,
entry_settlement,,ENT_000554,STL_0012,
entry_settlement,,ENT_000555,STL_0012,
entry_settlement,,ENT_000556,STL_0012,
entry_settlement,,ENT_000558,STL_0013,
entry_settlement,,ENT_000559,STL_0013,
entry_settlement,,ENT_000560,STL_0013,
entry_settlement,,ENT_000562,STL_0014,
entry_settlement,,ENT_000563,STL_0014,
entry_settlement,,ENT_000564,STL_0014,
entry_settlement,,ENT_000566,STL_0015,
entry_settlement,,ENT_000567,STL_0015,
entry_settlement,,ENT_000568,STL_0015,
entry_settlement,,ENT_000570,STL_0016,
entry_settlement,,ENT_000571,STL_0016,
entry_settlement,,ENT_000572,STL_0016,
entry_settlement,,ENT_000574,STL_0017,
entry_settlement,,ENT_000575,STL_0017,
entry_settlement,,ENT_000576,STL_0017,
entry_settlement,,ENT_000577,STL_0017,
entry_settlement,,ENT_000579,STL_0018,
entry_settlement,,ENT_000580,STL_0018,
entry_settlement,,ENT_000581,STL_0018,
entry_settlement,,ENT_000583,STL_0019,
entry_settlement,,ENT_000584,STL_0019,
entry_settlement,,ENT_000585,STL_0019,
entry_settlement,,ENT_000587,STL_0020,
entry_settlement,,ENT_000588,STL_0020,
entry_settlement,,ENT_000589,STL_0020,
settlement_bank,,,STL_0001,LINE_000001
settlement_bank,,,STL_0002,LINE_000002
settlement_bank,,,STL_0003,LINE_000003
settlement_bank,,,STL_0004,LINE_000004
settlement_bank,,,STL_0005,LINE_000005
settlement_bank,,,STL_0006,LINE_000006
settlement_bank,,,STL_0007,LINE_000007
settlement_bank,,,STL_0008,LINE_000008
settlement_bank,,,STL_0009,LINE_000009
settlement_bank,,,STL_0010,LINE_000010
settlement_bank,,,STL_0013,LINE_000013
settlement_bank,,,STL_0015,LINE_000015
settlement_bank,,,STL_0016,LINE_000016
settlement_bank,,,STL_0017,LINE_000017
settlement_bank,,,STL_0018,LINE_000018
settlement_bank,,,STL_0019,LINE_000019
settlement_bank,,,STL_0020,LINE_000020
order_entry,ORD_000124,ENT_000591,,
entry_settlement,,ENT_000591,STL_0010,
order_entry,ORD_000076,ENT_000592,,
entry_settlement,,ENT_000592,STL_0017,
order_entry,ORD_000391,ENT_000593,,
entry_settlement,,ENT_000593,STL_0018,
order_entry,ORD_000085,ENT_000594,,
entry_settlement,,ENT_000594,STL_0001,
order_entry,ORD_000386,ENT_000595,,
entry_settlement,,ENT_000595,STL_0008,
entry_settlement,,ENT_000596,STL_0004,
entry_settlement,,ENT_000597,STL_0011,
entry_settlement,,ENT_000598,STL_0015,
entry_settlement,,ENT_000599,STL_0008,
entry_settlement,,ENT_000600,STL_0002,
entry_settlement,,ENT_000601,STL_0010,
entry_settlement,,ENT_000602,STL_0001,
settlement_bank,,,STL_0011,LINE_000029
settlement_bank,,,STL_0012,LINE_000029
settlement_bank,,,STL_0014,LINE_000030
settlement_bank,,,STL_0014,LINE_000031
